,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DM-dig,Peptides DM-tx,Peptides TbGPI12-dig,Peptides TbGPI12-tx,Razor + unique peptides DM-dig,Razor + unique peptides DM-tx,Razor + unique peptides TbGPI12-dig,Razor + unique peptides TbGPI12-tx,Unique peptides DM-dig,Unique peptides DM-tx,Unique peptides TbGPI12-dig,Unique peptides TbGPI12-tx,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Fraction 31,Fraction 32,Fraction 41,Fraction 42,Q-value,Score,Identification type DM-dig,Identification type DM-tx,Identification type TbGPI12-dig,Identification type TbGPI12-tx,Sequence coverage DM-dig [%],Sequence coverage DM-tx [%],Sequence coverage TbGPI12-dig [%],Sequence coverage TbGPI12-tx [%],Intensity,Intensity DM-dig,Intensity DM-tx,Intensity TbGPI12-dig,Intensity TbGPI12-tx,iBAQ,iBAQ DM-dig,iBAQ DM-tx,iBAQ TbGPI12-dig,iBAQ TbGPI12-tx,LFQ intensity DM-dig,LFQ intensity DM-tx,LFQ intensity TbGPI12-dig,LFQ intensity TbGPI12-tx,MS/MS count DM-dig,MS/MS count DM-tx,MS/MS count TbGPI12-dig,MS/MS count TbGPI12-tx,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_id,Gene_desc
1236,Tb927.9.12320:mRNA-p1,Tb927.9.12320:mRNA-p1,4,4,4,,1,4,4,4,3,0,1,2,3,0,1,2,3,0,1,2,13.7,13.7,13.7,44.716,410,410,16.4,,4.0,,1.0,,4.0,,,0.0,27.863000000000003,By MS/MS,,By MS/MS,By MS/MS,9.3,0.0,2.2,7.6,1102100,575060,0,27393,499620,61226.0,31948.0,0.0,1521.8,27757.0,258670.0,0,0,220350.0,4,0,1,4,9,,,,1236,1680;3390;5042;5207,True;True;True;True,1826;3669;5517;5699,3920;8037;8038;12138;12139;12140;12141;12599;12600,4525;9459;9460;14403;14404;14405;14406;15043;15044,4525;9460;14404;15044,,,Tb927.9.12320,"cystathione gamma lyase, putative"
1237,Tb927.9.12360:mRNA-p1,Tb927.9.12360:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2.1,2.1,2.1,61.658,560,560,2.0,,1.0,,,,,,,0.0092736,6.1282,By MS/MS,,,,2.1,0.0,0.0,0.0,35920,35920,0,0,0,1238.6,1238.6,0.0,0.0,0.0,8533.8,0,0,0.0,1,0,0,0,1,,,,1237,5433,True,5954,13220,15764,15764,,,Tb927.9.12360,"RNA-binding protein, putative"
1238,Tb927.9.12390:mRNA-p1,Tb927.9.12390:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.4,5.4,5.4,22.418000000000003,203,203,1.0,1.0,,,,,,,,0.0025381,6.7953,By MS/MS,,,,5.4,0.0,0.0,0.0,84128,84128,0,0,0,12018.0,12018.0,0.0,0.0,0.0,84128.0,0,0,0.0,1,0,0,0,1,,,,1238,5572,True,6108,13583,16196,16196,,,Tb927.9.12390,"hypothetical protein, conserved"
1239,Tb927.9.12500:mRNA-p1,Tb927.9.12500:mRNA-p1,5,5,5,,1,5,5,5,4,0,0,2,4,0,0,2,4,0,0,2,10.7,10.7,10.7,58.24,524,524,12.0,,4.0,,,,2.0,,,0.0,32.098,By MS/MS,,,By MS/MS,8.4,0.0,0.0,4.6,468100,398070,0,0,70024,18004.0,15311.0,0.0,0.0,2693.2,94574.0,0,0,0.0,4,0,0,3,7,,,,1239,1548;2829;3075;5382;5577,True;True;True;True;True,1687;3070;3333;5897;6113,3591;6750;6751;7332;13073;13597,4122;4123;7967;7968;8650;15588;16216,4123;7967;8650;15588;16216,,,Tb927.9.12500,Present in the outer mitochondrial membrane proteome 7
1240,Tb927.9.12630:mRNA-p1;Tb927.9.12590:mRNA-p1;Tb927.9.12570:mRNA-p1;Tb927.9.12550:mRNA-p1;Tb927.9.12610:mRNA-p1,Tb927.9.12630:mRNA-p1;Tb927.9.12590:mRNA-p1;Tb927.9.12570:mRNA-p1;Tb927.9.12550:mRNA-p1;Tb927.9.12610:mRNA-p1,27;27;27;25;24,27;27;27;25;24,27;27;27;25;24,;;;;,5,27,27,27,17,17,3,22,17,17,3,22,17,17,3,22,51.0,51.0,51.0,56.426,512,512;512;512;512;512,26.2,1.0,20.0,,3.0,,33.0,3.0,20.0,0.0,224.25,By MS/MS,By MS/MS,By MS/MS,By MS/MS,30.5,31.4,6.6,43.4,18372000,10319000,1817200,291040,5944700,656160.0,368550.0,64898.0,10394.0,212310.0,2412500.0,3806300,402500,3694500.0,23,22,3,41,89,,,,1240,40;41;183;670;1048;1296;1376;1553;2107;2248;2369;2562;2624;2727;2789;2792;3060;3761;3827;4736;4876;5015;5474;5486;5628;5635;5878,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,42;43;44;193;718;1138;1139;1415;1502;1692;2296;2297;2440;2565;2781;2847;2960;3027;3028;3031;3317;3318;4137;4211;4212;5184;5185;5337;5487;5488;6001;6002;6014;6164;6165;6173;6446,81;82;83;84;397;398;399;400;401;1556;1557;1558;1559;2453;2454;2455;3054;3055;3200;3600;3601;3602;3603;4939;4940;4941;4942;4943;4944;5258;5259;5260;5548;5549;5550;6130;6131;6132;6303;6304;6305;6518;6519;6520;6521;6657;6658;6659;6671;7291;7292;7293;7294;9088;9089;9291;9292;9293;11365;11366;11367;11766;12071;12072;13316;13317;13318;13319;13320;13321;13348;13349;13702;13703;13722;14309;14310;14311;14312;14313,98;99;100;101;102;103;465;466;467;468;469;1821;1822;1823;1824;2832;2833;2834;3489;3490;3491;3666;4131;4132;4133;4134;5741;5742;5743;5744;5745;5746;6108;6109;6110;6521;6522;6523;7224;7225;7226;7423;7424;7425;7678;7679;7680;7681;7852;7853;7854;7855;7870;8603;8604;8605;8606;8607;8608;10741;10742;10743;10977;10978;10979;10980;13431;13432;13433;13434;13960;14323;14324;15878;15879;15880;15881;15882;15883;15884;15913;15914;15915;16330;16331;16350;17065;17066;17067;17068,99;102;467;1821;2833;3490;3666;4134;5744;6109;6523;7226;7424;7678;7853;7870;8608;10741;10979;13432;13960;14323;15878;15915;16330;16350;17068,758;759;760;761;762;763;764;765;766;767;768;769,126;148;196;215;249;263;282;331;378;406;491;496,Tb927.9.12630,"glycerol kinase, glycosomal"
1241,Tb927.9.12710:mRNA-p1,Tb927.9.12710:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,6.3,6.3,6.3,44.783,394,394,2.0,,2.0,,,,,,,0.0,13.892000000000001,By MS/MS,,,,6.3,0.0,0.0,0.0,122840,122840,0,0,0,6465.1,6465.1,0.0,0.0,0.0,29183.0,0,0,0.0,2,0,0,0,2,,,,1241,910;2307,True;True,989;2502,2133;5411,2475;6336,2475;6336,,,Tb927.9.12710,"hypothetical protein, conserved"
1242,Tb927.9.12730:mRNA-p1,Tb927.9.12730:mRNA-p1,8,8,8,,1,8,8,8,8,0,0,2,8,0,0,2,8,0,0,2,21.5,21.5,21.5,48.592,451,451,8.0,,8.0,,,,2.0,,,0.0,60.879,By MS/MS,,,By MS/MS,21.5,0.0,0.0,5.8,1467100,1277200,0,0,189970,56428.0,49121.0,0.0,0.0,7306.4,270430.0,0,0,163180.0,9,0,0,2,11,,,,1242,1275;1531;2494;3595;4096;4169;4538;5379,True;True;True;True;True;True;True;True,1387;1670;2701;3949;4501;4577;4967;5894,2998;3560;5917;8661;9875;10015;10016;10882;10883;13070,3434;4089;6968;10190;11665;11831;11832;12837;12838;15584;15585,3434;4089;6968;10190;11665;11832;12837;15585,770,414,Tb927.9.12730,"chaperone protein DnaJ, putative"
1243,Tb927.9.12750:mRNA-p1,Tb927.9.12750:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,12.2,12.2,12.2,38.624,343,343,2.0,,6.0,,,,,,,0.0,31.29,By MS/MS,,,,12.2,0.0,0.0,0.0,1150000,1150000,0,0,0,57499.0,57499.0,0.0,0.0,0.0,252640.0,0,0,0.0,7,0,0,0,7,,,,1243,566;1268;1435;1844;4313,True;True;True;True;True,603;1379;1563;2002;4728;4729,1336;2985;3342;4306;10350;10351,1560;3417;3418;3848;4965;12208;12209,1560;3418;3848;4965;12208,771,197,Tb927.9.12750,"hypothetical protein, conserved"
1244,Tb927.9.13030:mRNA-p1,Tb927.9.13030:mRNA-p1,7,7,7,,1,7,7,7,5,5,0,0,5,5,0,0,5,5,0,0,27.2,27.2,27.2,35.982,305,305,17.7,7.0,,,,,,5.0,,0.0,49.593,By MS/MS,By MS/MS,,,19.7,19.7,0.0,0.0,804560,488450,316100,0,0,44698.0,27136.0,17561.0,0.0,0.0,449610.0,263970,0,0.0,8,6,0,0,14,,,,1244,737;1257;4048;4840;5253;5457;5545,True;True;True;True;True;True;True,792;793;1367;4452;5295;5751;5752;5982;6076;6077,1733;1734;2955;9795;11644;11645;12725;12726;13271;13509;13510;13511,2007;2008;3385;11567;13810;13811;13812;15184;15185;15186;15821;16112;16113;16114;16115,2008;3385;11567;13810;15185;15821;16114,772;773;774,88;116;189,Tb927.9.13030,QA-SNARE protein putative
1245,Tb927.9.13120:mRNA-p1,Tb927.9.13120:mRNA-p1,1,1,1,,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,6.9,6.9,6.9,27.916,248,248,41.0,,,,,,,1.0,,0.0017825,7.0382,,By MS/MS,,,0.0,6.9,0.0,0.0,61356,0,61356,0,0,5577.8,0.0,5577.8,0.0,0.0,0.0,53792,0,0.0,0,1,0,0,1,,,,1245,3070,True,3328,7327,8645,8645,,,Tb927.9.13120,Present in the outer mitochondrial membrane proteome 8
1246,Tb927.9.13380:mRNA-p1,Tb927.9.13380:mRNA-p1,4,4,4,,1,4,4,4,1,0,0,3,1,0,0,3,1,0,0,3,13.4,13.4,13.4,48.172,419,419,24.5,,1.0,,,,3.0,,,0.0,27.843000000000004,By MS/MS,,,By MS/MS,2.1,0.0,0.0,11.2,257010,71568,0,0,185440,11174.0,3111.7,0.0,0.0,8062.8,0.0,0,0,127090.0,1,0,0,4,5,,,,1246,1320;3314;3804;5045,True;True;True;True,1441;3590;4184;5520,3092;7880;9221;12144,3535;9283;9284;10895;14409,3535;9283;10895;14409,775,243,Tb927.9.13380,Autophagy-related protein 24
1247,Tb927.9.1350:mRNA-p1,Tb927.9.1350:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,12.8,12.8,12.8,59.813,537,537,1.83,1.0,5.0,,,,,,,0.0,34.618,By MS/MS,,,,12.8,0.0,0.0,0.0,449910,449910,0,0,0,16068.0,16068.0,0.0,0.0,0.0,121110.0,0,0,0.0,6,0,0,0,6,,,,1247,1712;2104;2744;3803;5494,True;True;True;True;True,1859;2293;2978;4183;6024,3993;4935;6546;9220;13389;13390,4618;5736;5737;7716;10894;15968,4618;5737;7716;10894;15968,,,Tb927.9.1350,"hypothetical protein, conserved"
1248,Tb927.9.13580:mRNA-p1,Tb927.9.13580:mRNA-p1,3,3,3,,1,3,3,3,3,0,0,2,3,0,0,2,3,0,0,2,7.1,7.1,7.1,48.928999999999995,422,422,14.0,,3.0,,,,2.0,,,0.0,21.089000000000002,By MS/MS,,,By MS/MS,7.1,0.0,0.0,5.2,679140,589810,0,0,89327,32340.0,28086.0,0.0,0.0,4253.7,132490.0,0,0,68849.0,3,0,0,2,5,,,,1248,375;2246;3023,True;True;True,401;2438;3272,831;832;5254;7161;7162,936;937;6103;8444;8445,936;6103;8444,,,Tb927.9.13580,"hypothetical protein, conserved"
1250,Tb927.9.13780:mRNA-p1,Tb927.9.13780:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,7.5,7.5,7.5,33.466,293,293,1.0,2.0,,,,,,,,0.0,13.589,By MS/MS,,,,7.5,0.0,0.0,0.0,76873,76873,0,0,0,5490.9,5490.9,0.0,0.0,0.0,76873.0,0,0,0.0,2,0,0,0,2,,,,1250,1842;4465,True;True,2000;4891,4303;10722,4962;12658,4962;12658,,,Tb927.9.13780,"hypothetical protein, conserved"
1251,Tb927.9.13920:mRNA-p1;Tb927.9.13860:mRNA-p1;Tb927.9.13820:mRNA-p1;Tb927.9.13795:mRNA-p1;Tb927.9.13785:mRNA-p1,Tb927.9.13920:mRNA-p1;Tb927.9.13860:mRNA-p1;Tb927.9.13820:mRNA-p1;Tb927.9.13795:mRNA-p1;Tb927.9.13785:mRNA-p1,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,;;;;,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.8,9.8,9.8,11.075999999999999,92,92;92;92;92;92,24.3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.00094967,7.6974,By MS/MS,By MS/MS,By MS/MS,By MS/MS,9.8,9.8,9.8,9.8,355240,81329,102910,89701,81297,50748.0,11618.0,14701.0,12814.0,11614.0,0.0,0,0,443560.0,1,2,2,1,6,,,,1251,1460,True,1591,3384;3385;3386;3387;3388;3389;3390,3897;3898;3899;3900;3901;3902,3898,,,Tb927.9.13920,kinetoplastid membrane protein 11-1
1252,Tb927.9.1380:mRNA-p1,Tb927.9.1380:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,16.1,16.1,16.1,42.43899999999999,379,379,2.0,,5.0,,,,,,,0.0,37.431999999999995,By MS/MS,,,,16.1,0.0,0.0,0.0,822500,822500,0,0,0,35761.0,35761.0,0.0,0.0,0.0,195410.0,0,0,0.0,6,0,0,0,6,,,,1252,1886;2036;2653;3359;4348,True;True;True;True;True,2050;2219;2877;3638;4770,4406;4785;6351;7980;10450,5095;5548;5549;7476;9403;12337,5095;5549;7476;9403;12337,777,53,Tb927.9.1380,"hypothetical protein, conserved"
1253,Tb927.9.13970:mRNA-p1,Tb927.9.13970:mRNA-p1,5,5,5,,1,5,5,5,5,0,0,0,5,0,0,0,5,0,0,0,17.1,17.1,17.1,36.788000000000004,339,339,2.0,,5.0,,,,,,,0.0,38.301,By MS/MS,,,,17.1,0.0,0.0,0.0,644760,644760,0,0,0,33935.0,33935.0,0.0,0.0,0.0,153180.0,0,0,0.0,7,0,0,0,7,,,,1253,442;628;1151;1793;5078,True;True;True;True;True,470;669;1252;1947;5560,982;1475;2676;4201;12259,1116;1729;3097;4846;4847;14639;14640,1116;1729;3097;4846;14640,,,Tb927.9.13970,"hypothetical protein, conserved"
1254,Tb927.9.13990:mRNA-p1,Tb927.9.13990:mRNA-p1,15,15,15,,1,15,15,15,13,13,10,7,13,13,10,7,13,13,10,7,46.9,46.9,46.9,34.618,305,305,17.6,31.0,21.0,14.0,,6.0,9.0,29.0,2.0,0.0,119.38,By MS/MS,By MS/MS,By MS/MS,By MS/MS,39.3,44.6,29.5,26.2,55594000,30955000,20101000,3008800,1528300,3088500.0,1719700.0,1116700.0,167160.0,84903.0,20635000.0,14253000,11752000,5872500.0,56,39,14,14,123,,,,1254,144;1074;1279;1363;1980;1981;2056;2748;2954;2981;3486;3487;4015;5053;5854,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,151;152;1167;1391;1392;1393;1488;2151;2152;2153;2154;2155;2242;2243;2982;3200;3227;3785;3786;3787;3788;4418;5531;5532;6420,321;322;323;324;325;2497;2498;2499;2500;2501;2502;3002;3003;3004;3005;3006;3007;3008;3009;3010;3011;3012;3013;3014;3015;3169;3170;3171;3172;3173;3174;4621;4622;4623;4624;4625;4626;4627;4628;4629;4630;4631;4632;4633;4634;4635;4828;4829;4830;4831;4832;4833;4834;4835;4836;4837;4838;4839;4840;4841;6555;6978;6979;6980;6981;6982;6983;6984;7041;7042;7043;7044;8259;8260;8261;8262;8263;8264;8265;8266;8267;8268;8269;8270;8271;8272;8273;9717;9718;12163;12164;12165;12166;12167;12168;12169;12170;12171;12172;12173;12174;12175;12176;12177;12178;14251;14252;14253;14254;14255;14256;14257,382;383;384;385;2883;2884;2885;2886;2887;3439;3440;3441;3442;3443;3444;3445;3446;3447;3448;3449;3631;3632;3633;3634;3635;3636;3637;3638;5350;5351;5352;5353;5354;5355;5356;5357;5358;5359;5360;5361;5601;5602;5603;5604;5605;5606;5607;5608;5609;5610;5611;5612;5613;5614;5615;5616;5617;7728;8238;8239;8240;8241;8242;8243;8244;8245;8246;8247;8248;8312;8313;8314;8315;8316;8317;9710;9711;9712;9713;9714;9715;9716;9717;9718;9719;9720;9721;9722;9723;9724;9725;11480;11481;11482;14432;14433;14434;14435;14436;14437;14438;14439;14440;14441;14442;14443;14444;14445;14446;14447;14448;14449;14450;14451;14452;14453;14454;14455;14456;16991;16992;16993;16994;16995,383;2884;3443;3634;5351;5361;5615;7728;8244;8312;9713;9720;11480;14441;16993,778;779;780;781;782;783;784,78;90;119;120;267;272;290,Tb927.9.13990,"RNA-binding protein, putative"
1255,Tb927.9.14160:mRNA-p1,Tb927.9.14160:mRNA-p1,4,4,4,,1,4,4,4,4,1,2,0,4,1,2,0,4,1,2,0,14.5,14.5,14.5,33.655,297,297,9.57,4.0,,2.0,,,,1.0,,0.0,27.033,By MS/MS,By MS/MS,By MS/MS,,14.5,3.4,6.1,0.0,1254200,1017600,74305,162340,0,114020.0,92509.0,6755.0,14758.0,0.0,910750.0,0,707060,0.0,4,1,2,0,7,,,,1255,2371;3215;3995;4009,True;True;True;True,2567;3486;4394;4409,5553;5554;5555;7670;7671;9678;9708,6526;6527;6528;9060;9061;11426;11470,6526;9061;11426;11470,785,204,Tb927.9.14160,"rieske iron-sulfur protein, mitochondrial precursor"
1256,Tb927.9.14200:mRNA-p1,Tb927.9.14200:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,9.8,9.8,9.8,44.532,386,386,2.0,,2.0,,,,,,,0.0,15.993,By MS/MS,,,,9.8,0.0,0.0,0.0,357380,357380,0,0,0,17869.0,17869.0,0.0,0.0,0.0,84905.0,0,0,0.0,3,0,0,0,3,,,,1256,4300;4529,True;True,4715;4958,10312;10870,12173;12174;12812,12174;12812,786,65,Tb927.9.14200,"methyltransferase domain containing protein, putative"
1257,Tb927.9.14420:mRNA-p1,Tb927.9.14420:mRNA-p1,6,6,6,,1,6,6,6,2,6,0,0,2,6,0,0,2,6,0,0,18.8,18.8,18.8,42.65,384,384,26.6,2.0,2.0,,,,,7.0,,0.0,39.918,By MS/MS,By MS/MS,,,8.1,18.8,0.0,0.0,1075900,265040,810860,0,0,43036.0,10602.0,32435.0,0.0,0.0,233490.0,671540,0,0.0,2,9,0,0,11,,,,1257,1735;2614;2709;3214;4115;4170,True;True;True;True;True;True,1882;2836;2941;3485;4521;4578,4059;4060;4061;6283;6478;7668;7669;9913;10017;10018;10019,4693;4694;4695;7400;7623;9058;9059;11709;11710;11833;11834,4694;7400;7623;9058;11710;11834,,,Tb927.9.14420,"cyclophilin-like protein, putative"
1258,Tb927.9.14430:mRNA-p1,Tb927.9.14430:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.7,3.7,3.7,41.016999999999996,349,349,2.0,,1.0,,,,,,,0.006441199999999999,6.3965,By MS/MS,,,,3.7,0.0,0.0,0.0,62302,62302,0,0,0,3279.0,3279.0,0.0,0.0,0.0,14802.0,0,0,0.0,2,0,0,0,2,,,,1258,4615,True,5054,11108,13140;13141,13141,,,Tb927.9.14430,Casein kinase II
1259,Tb927.9.15000:mRNA-p1,Tb927.9.15000:mRNA-p1,6,6,6,,1,6,6,6,2,6,0,0,2,6,0,0,2,6,0,0,24.7,24.7,24.7,27.214000000000002,251,251,31.0,2.0,,,,,,6.0,,0.0,45.151,By MS/MS,By MS/MS,,,8.8,24.7,0.0,0.0,1572700,177420,1395200,0,0,120970.0,13648.0,107330.0,0.0,0.0,256750.0,1143900,0,0.0,2,7,0,0,9,,,,1259,1300;1864;2150;2924;4765;5320,True;True;True;True;True;True,1419;2028;2341;3169;5215;5825,3060;3061;4355;5050;6917;11455;12893;12894,3497;3498;3499;5024;5866;8176;13548;15366;15367,3498;5024;5866;8176;13548;15367,,,Tb927.9.15000,"proteasome complex subunit Rpn13 ubiquitin receptor, putative"
1260,Tb927.9.15040:mRNA-p1,Tb927.9.15040:mRNA-p1,5,5,5,,1,5,5,5,0,5,0,0,0,5,0,0,0,5,0,0,18.2,18.2,18.2,33.004,280,280,41.0,,,,,,,5.0,,0.0,34.902,,By MS/MS,,,0.0,18.2,0.0,0.0,332380,0,332380,0,0,22159.0,0.0,22159.0,0.0,0.0,0.0,291400,0,0.0,0,5,0,0,5,,,,1260,441;1650;3209;3851;4249,True;True;True;True;True,469;1794;3480;4240;4662,981;3842;7654;9362;10183,1115;4426;9033;11070;12028,1115;4426;9033;11070;12028,,,Tb927.9.15040,"DTW domain containing protein, putative"
1261,Tb927.9.15060:mRNA-p1,Tb927.9.15060:mRNA-p1,5,5,5,,1,5,5,5,0,5,1,0,0,5,1,0,0,5,1,0,26.3,26.3,26.3,28.483,251,251,36.0,,,1.0,,,,5.0,,0.0,32.705999999999996,,By MS/MS,By MS/MS,,0.0,26.3,3.2,0.0,780790,0,755240,25540,0,55770.0,0.0,53946.0,1824.3,0.0,0.0,662140,0,0.0,0,7,1,0,8,,,,1261,1419;1904;2719;3330;3917,True;True;True;True;True,1546;2069;2952;3606;4312,3314;3315;4442;6501;7911;9488,3817;3818;5131;5132;7652;7653;9331;11225,3817;5131;7653;9331;11225,,,Tb927.9.15060,"rRNA processing protein, putative"
1262,Tb927.9.15090:mRNA-p1,Tb927.9.15090:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,8.2,8.2,8.2,24.595,219,219,1.0,2.0,,,,,,,,0.0,11.824000000000002,By MS/MS,,,,8.2,0.0,0.0,0.0,87865,87865,0,0,0,6758.8,6758.8,0.0,0.0,0.0,87865.0,0,0,0.0,2,0,0,0,2,,,,1262,2079;3264,True;True,2268;3536,4894;7772,5684;9163,5684;9163,,,Tb927.9.15090,"cytosolic coat protein, putative"
1263,Tb927.9.15170:mRNA-p1;Tb927.9.15110:mRNA-p1,Tb927.9.15170:mRNA-p1;Tb927.9.15110:mRNA-p1,5;5,5;5,5;5,;,2,5,5,5,5,4,2,1,5,4,2,1,5,4,2,1,14.0,14.0,14.0,34.635999999999996,308,308;308,14.7,5.0,5.0,2.0,,1.0,1.0,4.0,,0.0,31.291,By MS/MS,By MS/MS,By MS/MS,By MS/MS,14.0,11.7,6.2,2.9,2002300,1030300,778760,89702,103530,200230.0,103030.0,77876.0,8970.2,10353.0,326100.0,760060,443450,0.0,7,5,2,1,15,,,,1263,259;978;1386;2296;5036,True;True;True;True;True,274;1064;1513;2489;5510,577;578;579;580;581;582;2310;2311;2312;3253;3254;3255;3256;5390;5391;12126;12127;12128,659;660;661;662;2667;2668;3745;3746;3747;3748;3749;6304;6305;14391;14392,660;2667;3747;6305;14391,,,Tb927.9.15170,"60S ribosomal protein L5, putative"
1264,Tb927.9.15240:mRNA-p1,Tb927.9.15240:mRNA-p1,3,3,3,,1,3,3,3,0,3,0,0,0,3,0,0,0,3,0,0,14.1,14.1,14.1,28.749000000000002,248,248,41.0,,,,,,,3.0,,0.0,19.159000000000002,,By MS/MS,,,0.0,14.1,0.0,0.0,148780,0,148780,0,0,10627.0,0.0,10627.0,0.0,0.0,0.0,130440,0,0.0,0,3,0,0,3,,,,1264,1932;4041;4794,True;True;True,2098;4445;5245,4499;9769;11513,5198;11538;13648,5198;11538;13648,,,Tb927.9.15240,"ATP11 protein, putative"
1265,Tb927.9.15290:mRNA-p1,Tb927.9.15290:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0.8,0.8,0.8,149.76,1378,1378,1.0,1.0,,,,,,,,0.0025295,6.7808,By MS/MS,,,,0.8,0.0,0.0,0.0,35031,35031,0,0,0,493.4,493.4,0.0,0.0,0.0,35031.0,0,0,0.0,1,0,0,0,1,,,,1265,2390,True,2586,5605,6577,6577,,,Tb927.9.15290,"CHAT domain containing protein, putative"
1266,Tb927.9.1680:mRNA-p1,Tb927.9.1680:mRNA-p1,5,5,5,,1,5,5,5,2,5,0,0,2,5,0,0,2,5,0,0,19.5,19.5,19.5,31.173000000000002,277,277,29.6,2.0,,,,,,5.0,,0.0,44.044,By MS/MS,By MS/MS,,,7.9,19.5,0.0,0.0,573970,141370,432600,0,0,33763.0,8316.2,25447.0,0.0,0.0,222120.0,298520,0,0.0,2,6,0,0,8,,,,1266,1958;3030;4222;4464;5151,True;True;True;True;True,2125;3281;4635;4890;5640,4545;4546;7192;10127;10720;10721;12440,5252;5253;8494;11966;11967;12656;12657;14851,5253;8494;11967;12656;14851,,,Tb927.9.1680,"Lys-63-specific deubiquitinase BRCC36, putative"
1267,Tb927.9.1710:mRNA-p1,Tb927.9.1710:mRNA-p1,2,2,2,,1,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,3.9,3.9,3.9,52.951,465,465,2.0,,2.0,,,,,,,0.0,11.282,By MS/MS,,,,3.9,0.0,0.0,0.0,80797,80797,0,0,0,3231.9,3231.9,0.0,0.0,0.0,19196.0,0,0,0.0,2,0,0,0,2,,,,1267,909;3238,True;True,988;3510,2132;7711,2474;9101,2474;9101,,,Tb927.9.1710,"hypothetical protein, conserved"
1269,Tb927.9.2060:mRNA-p1,Tb927.9.2060:mRNA-p1,3,3,3,,1,3,3,3,3,0,0,0,3,0,0,0,3,0,0,0,11.6,11.6,11.6,37.972,353,353,2.0,,3.0,,,,,,,0.0,19.29,By MS/MS,,,,11.6,0.0,0.0,0.0,391610,391610,0,0,0,30124.0,30124.0,0.0,0.0,0.0,93037.0,0,0,0.0,4,0,0,0,4,,,,1269,3674;4270;5317,True;True;True,4041;4684;5821,8860;10219;12888,10458;12068;12069;15362,10458;12068;15362,,,Tb927.9.2060,"ADP-ribosylation factor family, putative"
1270,Tb927.9.2120:mRNA-p1,Tb927.9.2120:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,5.4,5.4,5.4,30.605,276,276,2.0,,1.0,,,,,,,0.00096899,9.3589,By MS/MS,,,,5.4,0.0,0.0,0.0,60932,60932,0,0,0,4062.1,4062.1,0.0,0.0,0.0,14476.0,0,0,0.0,1,0,0,0,1,,,,1270,5289,True,5790,12796,15266,15266,,,Tb927.9.2120,"hypothetical protein, conserved"
1271,Tb927.9.2260:mRNA-p1,Tb927.9.2260:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.8,3.8,3.8,43.513999999999996,399,399,2.0,,1.0,,,,,,,0.00092081,7.2584,By MS/MS,,,,3.8,0.0,0.0,0.0,130870,130870,0,0,0,10905.0,10905.0,0.0,0.0,0.0,31091.0,0,0,0.0,1,0,0,0,1,,,,1271,2920,True,3165,6913,8172,8172,,,Tb927.9.2260,"PQ loop repeat, putative"
